Repositorio,created_at,updated_at,language,merged_pull_requests,releases,open_issues,closed_issues,closed_issues_percent
KRTirtho/spotube,2021-02-14T03:17:58Z,2025-08-20T16:47:03Z,Dart,0,30,0,0,0.0
streamlit/streamlit,2019-08-24T00:14:52Z,2025-08-20T22:53:58Z,Python,0,30,0,0,0.0
docker/awesome-compose,2020-02-13T08:51:42Z,2025-08-20T23:11:23Z,HTML,0,0,0,0,0.0
styled-components/styled-components,2016-08-16T06:41:32Z,2025-08-20T16:15:48Z,TypeScript,0,30,0,0,0.0
psf/black,2018-03-14T19:54:45Z,2025-08-20T21:14:25Z,Python,0,30,0,0,0.0
vuetifyjs/vuetify,2016-09-12T00:39:35Z,2025-08-20T21:59:05Z,TypeScript,0,30,0,0,0.0
hexojs/hexo,2012-09-23T15:17:08Z,2025-08-20T23:17:18Z,TypeScript,943,30,73,3912,98.17
ziglang/zig,2015-08-06T00:51:28Z,2025-08-20T22:52:31Z,Zig,9107,20,3389,9695,74.1
zhongyang219/TrafficMonitor,2017-07-30T02:51:17Z,2025-08-20T21:18:39Z,C++,63,26,1171,712,37.81
fastlane/fastlane,2014-12-02T17:00:38Z,2025-08-20T23:02:11Z,Ruby,6225,30,686,12499,94.8
cli/cli,2019-10-03T15:24:53Z,2025-08-20T22:36:02Z,Go,2602,30,833,4299,83.77
1c7/chinese-independent-developer,2017-09-21T11:08:23Z,2025-08-20T23:30:11Z,,308,0,2,198,99.0
bannedbook/fanqiang,2015-01-14T00:34:25Z,2025-08-20T17:55:08Z,Kotlin,3,3,328,466,58.69
mitmproxy/mitmproxy,2010-02-16T04:10:13Z,2025-08-20T20:00:29Z,Python,2625,30,331,3228,90.7
SimplifyJobs/Summer2026-Internships,2020-05-23T20:53:18Z,2025-08-20T23:27:13Z,,1672,0,22,3587,99.39
dylanaraps/pure-bash-bible,2018-06-13T01:39:33Z,2025-08-20T22:53:49Z,Shell,28,0,44,33,42.86
tabler/tabler,2018-02-01T09:08:59Z,2025-08-20T20:16:56Z,HTML,0,30,0,0,0.0
chubin/cheat.sh,2017-05-07T21:40:56Z,2025-08-20T17:02:40Z,Python,0,0,0,0,0.0
LC044/WeChatMsg,2023-01-11T05:03:49Z,2025-08-20T18:17:20Z,,0,0,0,0,0.0
deepspeedai/DeepSpeed,2020-01-23T18:35:18Z,2025-08-20T22:16:45Z,Python,0,30,0,0,0.0
GitHubDaily/GitHubDaily,2018-12-30T13:56:58Z,2025-08-20T23:03:31Z,,0,0,0,0,0.0
microsoft/AI-For-Beginners,2021-03-03T16:27:36Z,2025-08-20T21:41:52Z,Jupyter Notebook,0,0,0,0,0.0
penpot/penpot,2015-12-29T22:09:07Z,2025-08-20T20:20:52Z,Clojure,0,30,0,0,0.0
colinhacks/zod,2020-03-07T20:59:08Z,2025-08-20T23:11:55Z,TypeScript,0,30,0,0,0.0
bradtraversy/50projects50days,2020-11-16T14:39:01Z,2025-08-20T18:03:19Z,CSS,0,0,0,0,0.0
chakra-ui/chakra-ui,2019-08-17T14:27:54Z,2025-08-20T22:46:39Z,TypeScript,2811,30,1,4146,99.98
gradio-app/gradio,2018-12-19T08:24:04Z,2025-08-20T22:41:39Z,Python,4747,30,431,5494,92.73
helix-editor/helix,2020-06-01T04:26:56Z,2025-08-20T22:29:46Z,Rust,4233,30,840,4536,84.38
lukasz-madon/awesome-remote-job,2015-01-02T00:31:34Z,2025-08-20T23:11:49Z,,587,0,4,75,94.94
slidevjs/slidev,2021-04-24T01:25:23Z,2025-08-20T20:37:06Z,TypeScript,711,30,140,1073,88.46
virattt/ai-hedge-fund,2024-11-29T16:30:01Z,2025-08-20T23:02:00Z,Python,33,0,19,198,91.24
google-research/bert,2018-10-25T22:57:34Z,2025-08-20T13:42:50Z,Python,32,0,790,355,31.0
wg/wrk,2012-03-20T11:12:28Z,2025-08-20T22:38:16Z,C,0,0,144,262,64.53
php/php-src,2011-06-16T01:52:25Z,2025-08-20T20:48:59Z,C,4248,23,826,3494,80.88
QSCTech/zju-icicles,2016-06-28T16:17:32Z,2025-08-20T16:51:10Z,HTML,224,0,0,0,0.0
harry0703/MoneyPrinterTurbo,2024-03-11T02:57:34Z,2025-08-20T23:02:25Z,Python,0,9,0,0,0.0
evanw/esbuild,2016-06-14T16:08:50Z,2025-08-20T16:48:21Z,Go,0,30,0,0,0.0
gedoor/legado,2019-05-22T04:18:58Z,2025-08-20T23:16:47Z,Kotlin,0,30,0,0,0.0
floodsung/Deep-Learning-Papers-Reading-Roadmap,2016-10-14T11:49:48Z,2025-08-20T12:37:31Z,Python,0,0,0,0,0.0
sharkdp/fd,2017-05-09T21:27:10Z,2025-08-20T22:38:37Z,Rust,0,30,0,0,0.0
upscayl/upscayl,2022-07-30T17:19:20Z,2025-08-20T20:17:51Z,TypeScript,0,29,0,0,0.0
byoungd/English-level-up-tips,2017-05-30T07:18:52Z,2025-08-20T19:51:28Z,HTML,0,0,0,0,0.0
ChrisTitusTech/winutil,2022-04-28T02:25:19Z,2025-08-20T22:49:33Z,PowerShell,0,22,0,0,0.0
videojs/video.js,2010-05-14T18:45:10Z,2025-08-20T14:13:57Z,JavaScript,0,30,0,0,0.0
lm-sys/FastChat,2023-03-19T00:18:02Z,2025-08-20T20:37:52Z,Python,0,14,833,1066,56.13
Dogfalo/materialize,2014-09-12T19:35:38Z,2025-08-20T19:41:45Z,JavaScript,445,30,623,4599,88.07
pingcap/tidb,2015-09-06T04:01:52Z,2025-08-20T23:00:34Z,Go,33050,30,4044,17243,81.0
jgm/pandoc,2010-03-20T20:34:23Z,2025-08-20T20:20:06Z,Haskell,1677,30,968,7015,87.87
vim/vim,2015-08-18T21:03:56Z,2025-08-20T22:11:52Z,Vim Script,440,0,1515,7406,83.02
go-gorm/gorm,2013-10-25T08:31:38Z,2025-08-20T21:55:13Z,Go,740,5,452,5548,92.47
tmux/tmux,2015-06-03T23:32:55Z,2025-08-20T21:20:45Z,C,1,30,56,3659,98.49
curl/curl,2010-03-18T22:32:22Z,2025-08-20T22:23:37Z,C,198,30,12,5138,99.77
ray-project/ray,2016-10-25T19:38:30Z,2025-08-20T22:57:06Z,Python,27136,30,2694,18223,87.12
remoteintech/remote-jobs,2015-10-13T03:49:25Z,2025-08-20T22:05:53Z,JavaScript,1276,0,22,168,88.42
zhayujie/chatgpt-on-wechat,2022-08-07T08:33:41Z,2025-08-20T13:51:58Z,Python,261,30,0,0,0.0
mem0ai/mem0,2023-06-20T08:58:36Z,2025-08-20T22:36:30Z,Python,0,30,0,0,0.0
aria2/aria2,2010-11-27T09:41:48Z,2025-08-20T22:41:13Z,C++,0,24,0,0,0.0
google/styleguide,2015-05-20T19:18:59Z,2025-08-20T14:36:07Z,HTML,0,0,0,0,0.0
suno-ai/bark,2023-04-07T19:34:48Z,2025-08-20T19:17:04Z,Jupyter Notebook,0,0,0,0,0.0
DIYgod/RSSHub,2018-04-02T14:43:21Z,2025-08-20T21:38:01Z,TypeScript,0,0,0,0,0.0
saadeghi/daisyui,2020-11-28T22:57:27Z,2025-08-20T20:31:13Z,Svelte,0,30,0,0,0.0
QuivrHQ/quivr,2023-05-12T23:53:30Z,2025-08-20T20:21:36Z,Python,0,30,0,1533,100.0
phaserjs/phaser,2013-04-12T12:27:51Z,2025-08-20T23:16:14Z,JavaScript,1699,30,80,4472,98.24
trpc/trpc,2020-07-18T01:17:11Z,2025-08-20T22:31:04Z,TypeScript,3711,30,144,1139,88.78
files-community/Files,2019-01-04T18:19:14Z,2025-08-20T22:19:25Z,C#,5332,30,496,10103,95.32
makeplane/plane,2022-11-19T12:55:01Z,2025-08-20T23:28:21Z,TypeScript,5588,30,446,869,66.08
photoprism/photoprism,2018-01-27T12:00:15Z,2025-08-20T18:21:16Z,Go,811,30,424,1957,82.19
logseq/logseq,2020-05-23T00:06:06Z,2025-08-20T21:20:21Z,Clojure,3064,30,1227,6691,84.5
PhilJay/MPAndroidChart,2014-04-25T14:29:47Z,2025-08-20T16:35:05Z,Java,191,30,2063,2899,58.42
freefq/free,2020-06-07T02:48:33Z,2025-08-20T23:06:20Z,,0,0,535,216,28.76
impress/impress.js,2011-12-28T22:23:19Z,2025-08-20T23:26:41Z,JavaScript,119,15,52,431,89.23
google/leveldb,2014-08-27T21:17:52Z,2025-08-20T19:40:36Z,C++,63,21,240,0,0.0
koalaman/shellcheck,2012-11-17T03:15:11Z,2025-08-20T19:04:10Z,Haskell,0,30,0,0,0.0
preactjs/preact,2015-09-11T02:40:18Z,2025-08-20T19:17:04Z,JavaScript,0,30,0,0,0.0
appsmithorg/appsmith,2020-06-30T04:07:36Z,2025-08-20T21:03:54Z,TypeScript,0,30,0,0,0.0
ccxt/ccxt,2017-05-14T15:41:56Z,2025-08-20T21:08:55Z,Python,0,30,0,0,0.0
novuhq/novu,2021-08-26T15:22:44Z,2025-08-20T19:13:52Z,TypeScript,0,30,0,0,0.0
calcom/cal.com,2021-03-22T13:47:42Z,2025-08-20T22:55:33Z,TypeScript,0,30,0,0,0.0
goabstract/Awesome-Design-Tools,2019-02-12T13:55:30Z,2025-08-20T20:56:30Z,JavaScript,0,0,0,0,0.0
gto76/python-cheatsheet,2018-01-25T04:16:53Z,2025-08-20T17:02:51Z,Python,14,0,5,60,92.31
2noise/ChatTTS,2024-05-27T18:26:49Z,2025-08-20T17:56:40Z,Python,214,6,69,587,89.48
karanpratapsingh/system-design,2022-08-15T18:59:54Z,2025-08-20T19:23:02Z,,11,0,1,21,95.45
FreeCodeCampChina/freecodecamp.cn,2016-09-30T03:13:43Z,2025-08-20T07:57:34Z,CSS,55,0,141,445,75.94
LAION-AI/Open-Assistant,2022-12-13T05:24:17Z,2025-08-20T09:29:48Z,Python,1614,30,228,1417,86.14
ant-design/ant-design-pro,2017-08-25T10:40:44Z,2025-08-20T12:25:20Z,TypeScript,1002,26,153,9601,98.43
gofiber/fiber,2020-01-16T03:59:20Z,2025-08-20T22:55:20Z,Go,1797,30,89,1481,94.33
cloudcommunity/Free-Certifications,2020-07-31T10:26:19Z,2025-08-20T23:12:57Z,,114,0,37,69,65.09
menloresearch/jan,2023-08-17T02:17:10Z,2025-08-20T21:50:47Z,TypeScript,2656,30,133,2712,95.33
eugenp/tutorials,2013-04-29T18:26:36Z,2025-08-20T14:21:31Z,Java,13195,0,17,772,97.85
lapce/lapce,2018-02-06T08:41:06Z,2025-08-20T21:46:47Z,Rust,0,30,0,0,0.0
istio/istio,2016-11-18T23:57:21Z,2025-08-20T15:59:26Z,Go,0,30,0,0,0.0
DataExpert-io/data-engineer-handbook,2023-11-19T19:47:41Z,2025-08-20T23:25:13Z,Jupyter Notebook,0,0,0,0,0.0
naptha/tesseract.js,2015-06-24T02:49:52Z,2025-08-20T12:18:18Z,JavaScript,0,30,0,0,0.0
payloadcms/payload,2021-01-05T18:49:45Z,2025-08-20T23:24:46Z,TypeScript,0,30,0,0,0.0
fastapi/full-stack-fastapi-template,2019-02-23T15:08:34Z,2025-08-20T22:38:10Z,TypeScript,0,10,0,0,0.0
dotnet/aspnetcore,2014-03-11T06:09:42Z,2025-08-20T23:23:20Z,C#,0,30,0,0,0.0
TencentARC/GFPGAN,2021-03-19T06:18:20Z,2025-08-20T14:53:56Z,Python,0,8,0,0,0.0
dockur/windows,2024-01-14T13:09:40Z,2025-08-20T20:42:05Z,Shell,0,30,0,0,0.0
0voice/interview_internal_reference,2019-06-10T06:54:19Z,2025-08-20T15:49:30Z,Python,0,0,0,0,0.0
Kong/insomnia,2016-04-23T03:54:26Z,2025-08-20T19:00:01Z,TypeScript,0,30,680,3195,82.45
inkonchain/docs,2024-05-07T16:49:36Z,2025-08-20T20:46:54Z,MDX,393,0,21,13,38.24
denysdovhan/wtfjs,2017-07-14T15:42:12Z,2025-08-20T22:42:58Z,JavaScript,125,25,22,95,81.2
inkonchain/node,2024-05-13T23:20:40Z,2025-08-20T20:46:56Z,Shell,35,6,10,13,56.52
freeCodeCamp/devdocs,2013-10-24T18:16:07Z,2025-08-20T22:52:02Z,Ruby,926,0,191,1039,84.47
NervJS/taro,2018-04-08T09:32:26Z,2025-08-20T14:38:26Z,TypeScript,3392,30,1527,11014,87.82
Aider-AI/aider,2023-05-09T18:57:49Z,2025-08-20T21:52:04Z,Python,263,30,996,2693,73.0
inkonchain/ink-kit,2024-11-04T16:32:17Z,2025-08-20T20:47:01Z,TypeScript,90,0,1,3,75.0
siyuan-note/siyuan,2020-08-30T09:21:35Z,2025-08-20T20:53:48Z,TypeScript,481,30,437,14462,97.07
facebookresearch/faiss,2017-02-07T16:07:05Z,2025-08-20T22:35:50Z,C++,137,20,232,2441,91.32
milvus-io/milvus,2019-09-16T06:43:43Z,2025-08-20T23:09:27Z,Go,22768,30,0,0,0.0
exacity/deeplearningbook-chinese,2016-12-07T11:46:51Z,2025-08-20T14:43:27Z,TeX,0,7,0,0,0.0
vlang/v,2019-02-08T02:57:06Z,2025-08-20T19:49:51Z,V,0,30,0,0,0.0
huihut/interview,2018-02-09T09:49:48Z,2025-08-20T17:11:17Z,C++,0,0,0,0,0.0
alibaba/arthas,2018-08-29T17:15:57Z,2025-08-20T19:24:19Z,Java,0,30,0,0,0.0
google/googletest,2015-07-28T15:07:53Z,2025-08-20T23:13:35Z,C++,0,11,0,0,0.0
halo-dev/halo,2018-03-21T12:56:52Z,2025-08-20T19:07:35Z,Java,0,30,299,4019,93.08
AobingJava/JavaFamily,2019-11-12T04:26:18Z,2025-08-20T09:28:27Z,,2,0,5,60,92.31
satwikkansal/wtfpython,2017-08-28T20:22:19Z,2025-08-20T07:07:30Z,Python,113,2,65,157,70.72
babysor/MockingBird,2021-08-07T03:53:39Z,2025-08-20T03:46:00Z,Python,80,1,476,412,46.4
openai/gym,2016-04-27T14:59:16Z,2025-08-20T09:20:10Z,Python,996,19,112,1726,93.91
docling-project/docling,2024-07-09T07:50:26Z,2025-08-20T22:54:51Z,Python,513,30,480,620,56.36
httpie/cli,2012-02-25T12:39:13Z,2025-08-20T20:44:12Z,Python,404,30,180,722,80.04
ToolJet/ToolJet,2021-03-30T08:51:34Z,2025-08-20T22:49:20Z,JavaScript,6649,30,640,4362,87.21
usebruno/bruno,2022-09-27T20:51:45Z,2025-08-20T23:22:12Z,JavaScript,1262,30,1200,1846,60.6
chatboxai/chatbox,2023-03-06T12:22:15Z,2025-08-20T21:31:56Z,TypeScript,71,30,821,1450,63.85
zbezj/HEU_KMS_Activator,2019-06-23T00:49:35Z,2025-08-20T18:49:02Z,,0,30,0,0,0.0
google-research/google-research,2018-10-04T18:42:48Z,2025-08-20T18:00:32Z,Jupyter Notebook,0,0,0,0,0.0
open-guides/og-aws,2016-07-13T17:30:16Z,2025-08-20T07:49:16Z,Shell,0,0,0,0,0.0
rapid7/metasploit-framework,2011-08-30T06:13:20Z,2025-08-20T22:40:16Z,Ruby,0,0,0,0,0.0
hiroi-sora/Umi-OCR,2022-03-28T04:01:46Z,2025-08-20T16:51:14Z,Python,0,30,0,0,0.0
nushell/nushell,2019-05-10T16:59:42Z,2025-08-20T18:46:30Z,Rust,0,30,0,0,0.0
opentofu/manifesto,2023-08-13T16:17:24Z,2025-08-20T19:05:07Z,HTML,0,0,0,0,0.0
date-fns/date-fns,2014-10-06T10:24:22Z,2025-08-20T13:19:15Z,TypeScript,0,30,0,0,0.0
shadowsocks/shadowsocks-android,2012-12-16T13:40:29Z,2025-08-20T16:16:24Z,Kotlin,0,30,0,0,0.0
NanmiCoder/MediaCrawler,2023-06-09T12:14:34Z,2025-08-20T17:45:22Z,Python,0,0,0,0,0.0
lerna/lerna,2015-12-04T09:36:55Z,2025-08-20T13:07:32Z,TypeScript,0,30,0,0,0.0
docker/compose,2013-12-09T11:40:58Z,2025-08-20T15:48:14Z,Go,3540,30,78,8038,99.04
crewAIInc/crewAI,2023-10-27T03:26:59Z,2025-08-20T22:55:19Z,Python,934,30,50,1435,96.63
chatchat-space/Langchain-Chatchat,2023-03-31T12:12:45Z,2025-08-20T14:49:00Z,TypeScript,615,30,107,4077,97.44
XingangPan/DragGAN,2023-05-18T10:08:02Z,2025-08-20T17:37:34Z,Python,18,0,145,46,24.08
SheetJS/sheetjs,2012-12-03T19:25:52Z,2025-08-20T15:03:20Z,,106,0,119,2267,95.01
formulahendry/955.WLB,2019-03-27T23:53:37Z,2025-08-20T06:21:14Z,,18,0,181,82,31.18
geekxh/hello-algorithm,2020-05-29T05:47:09Z,2025-08-20T20:42:36Z,Java,26,0,11,33,75.0
imputnet/cobalt,2022-07-08T18:12:55Z,2025-08-20T23:17:53Z,Svelte,243,0,163,776,82.64
openai/codex,2025-04-13T05:37:54Z,2025-08-20T23:30:39Z,Rust,901,30,277,654,70.25
typeorm/typeorm,2016-02-29T07:41:14Z,2025-08-20T17:15:21Z,TypeScript,2169,30,2340,6058,72.14
carbon-app/carbon,2017-06-16T02:50:28Z,2025-08-20T16:59:01Z,JavaScript,0,30,0,0,0.0
koajs/koa,2013-07-20T18:53:45Z,2025-08-20T13:54:20Z,JavaScript,0,9,0,0,0.0
hankcs/HanLP,2014-10-09T06:36:16Z,2025-08-20T16:42:43Z,Python,0,30,0,0,0.0
alvarotrigo/fullPage.js,2013-09-20T11:58:29Z,2025-08-19T17:03:52Z,JavaScript,0,30,0,0,0.0
airbnb/lottie-android,2016-10-06T22:42:42Z,2025-08-19T14:57:42Z,Java,0,30,0,0,0.0
PKUanonym/REKCARC-TSC-UHT,2019-04-05T03:31:23Z,2025-08-20T18:35:15Z,HTML,0,0,0,0,0.0
kilimchoi/engineering-blogs,2015-06-13T18:25:17Z,2025-08-20T22:33:15Z,Ruby,0,0,0,0,0.0
markedjs/marked,2011-07-24T13:15:51Z,2025-08-20T14:20:21Z,TypeScript,0,30,0,0,0.0
mindsdb/mindsdb,2018-08-02T17:56:45Z,2025-08-20T23:29:26Z,Python,0,30,0,0,0.0
zen-browser/desktop,2024-03-28T00:05:55Z,2025-08-20T23:02:59Z,C++,0,30,0,0,0.0
jondot/awesome-react-native,2015-03-26T19:58:06Z,2025-08-20T21:57:25Z,JavaScript,0,0,38,35,47.95
HeyPuter/puter,2024-03-03T01:44:32Z,2025-08-20T23:20:05Z,JavaScript,590,8,180,514,74.06
nativefier/nativefier,2015-07-05T05:56:42Z,2025-08-20T19:50:33Z,TypeScript,261,30,255,982,79.39
spacedriveapp/spacedrive,2021-09-27T05:09:04Z,2025-08-20T16:31:33Z,TypeScript,1881,26,119,388,76.53
junegunn/vim-plug,2013-09-10T14:58:51Z,2025-08-20T14:57:22Z,Vim Script,176,8,71,966,93.15
sqlmapproject/sqlmap,2012-06-26T09:52:15Z,2025-08-20T23:05:32Z,Python,169,10,47,5295,99.12
huggingface/pytorch-image-models,2019-02-02T05:51:12Z,2025-08-20T22:41:20Z,Python,479,30,51,946,94.88
sahat/hackathon-starter,2013-11-13T17:24:12Z,2025-08-20T14:29:14Z,JavaScript,347,17,10,670,98.53
twentyhq/twenty,2022-12-01T13:04:40Z,2025-08-20T22:32:10Z,TypeScript,7191,29,185,5010,96.44
alebcay/awesome-shell,2014-07-07T01:57:42Z,2025-08-20T21:54:50Z,,300,0,39,23,37.1
unknwon/the-way-to-go_ZH_CN,2013-03-24T17:18:38Z,2025-08-20T08:10:45Z,Go,591,0,0,0,0.0
pola-rs/polars,2020-05-13T19:45:33Z,2025-08-20T22:49:10Z,Rust,0,30,0,0,0.0
bumptech/glide,2013-07-08T22:52:33Z,2025-08-20T22:15:45Z,Java,0,30,0,0,0.0
TeamNewPipe/NewPipe,2015-09-03T23:39:26Z,2025-08-20T23:04:17Z,Java,0,30,0,0,0.0
fengdu78/Coursera-ML-AndrewNg-Notes,2017-11-04T10:04:08Z,2025-08-20T12:54:09Z,HTML,0,0,0,0,0.0
doocs/leetcode,2018-09-16T14:03:03Z,2025-08-20T19:32:28Z,Java,0,21,0,0,0.0
reworkd/AgentGPT,2023-04-07T02:29:19Z,2025-08-20T19:11:19Z,TypeScript,0,12,0,0,0.0
mudler/LocalAI,2023-03-18T22:58:02Z,2025-08-20T22:07:32Z,Go,0,30,0,702,100.0
microsoft/ai-agents-for-beginners,2024-11-28T10:42:52Z,2025-08-20T23:28:38Z,Jupyter Notebook,145,0,11,56,83.58
yeongpin/cursor-free-vip,2025-01-11T08:14:22Z,2025-08-20T22:32:35Z,Python,74,30,550,473,46.24
outline/outline,2016-05-22T21:31:47Z,2025-08-20T23:28:50Z,TypeScript,3336,30,89,3400,97.45
sorrycc/awesome-javascript,2014-07-01T15:59:02Z,2025-08-20T16:51:34Z,,389,0,5,88,94.62
BVLC/caffe,2013-09-12T18:39:48Z,2025-08-20T15:46:39Z,C++,1084,14,899,3901,81.27
charmbracelet/bubbletea,2020-01-10T21:04:03Z,2025-08-20T23:28:47Z,Go,628,30,74,294,79.89
ghostty-org/ghostty,2022-03-29T17:38:26Z,2025-08-20T22:53:45Z,Zig,2591,1,142,1633,92.0
chenfei-wu/TaskMatrix,2023-03-02T09:04:28Z,2025-08-20T08:38:40Z,Python,21,0,221,136,38.1
fastify/fastify,2016-09-28T19:10:14Z,2025-08-20T22:47:25Z,JavaScript,3124,30,77,2014,96.32
nodejs/node-v0.x-archive,2009-05-27T16:29:46Z,2025-08-19T17:17:15Z,,218,0,0,0,0.0
netty/netty,2010-11-09T09:22:21Z,2025-08-20T22:38:56Z,Java,0,0,0,0,0.0
fxsjy/jieba,2012-09-29T07:52:01Z,2025-08-20T16:44:05Z,Python,0,9,0,0,0.0
jaredpalmer/formik,2017-06-14T19:50:59Z,2025-08-20T20:26:07Z,TypeScript,0,30,0,0,0.0
xitu/gold-miner,2015-11-04T03:29:13Z,2025-08-20T08:59:20Z,,0,0,0,0,0.0
karpathy/LLM101n,2024-05-27T00:23:38Z,2025-08-20T16:52:52Z,,0,0,0,0,0.0
huiyadanli/RevokeMsgPatcher,2019-07-21T15:12:52Z,2025-08-20T22:26:05Z,C#,0,21,0,0,0.0
geekan/HowToLiveLonger,2022-04-16T04:15:18Z,2025-08-20T18:49:56Z,,0,0,0,0,0.0
roboflow/supervision,2022-11-28T14:08:44Z,2025-08-20T22:19:28Z,Python,0,30,74,415,84.87
zenorocha/clipboard.js,2015-09-18T23:04:55Z,2025-08-20T08:09:27Z,JavaScript,116,30,11,618,98.25
ManimCommunity/manim,2020-05-19T02:37:13Z,2025-08-20T23:03:11Z,Python,1924,29,373,1307,77.8
myshell-ai/OpenVoice,2023-11-29T12:17:01Z,2025-08-20T22:42:42Z,Python,17,0,249,67,21.2
solidjs/solid,2018-04-24T16:36:27Z,2025-08-20T20:34:29Z,TypeScript,384,30,99,996,90.96
portainer/portainer,2016-05-19T20:15:28Z,2025-08-20T23:16:43Z,TypeScript,4775,30,615,5279,89.57
llvm/llvm-project,2016-12-07T09:39:33Z,2025-08-20T23:30:47Z,LLVM,55509,30,26282,60172,69.6
testerSunshine/12306,2017-05-17T12:23:40Z,2025-08-20T14:38:48Z,Python,31,1,225,466,67.44
atlassian/react-beautiful-dnd,2017-08-09T03:37:15Z,2025-08-20T19:08:29Z,JavaScript,530,30,572,1045,64.63
jaywcjlove/linux-command,2016-11-12T15:44:26Z,2025-08-20T20:58:47Z,Markdown,351,30,74,133,64.25
typicode/husky,2014-06-23T12:14:21Z,2025-08-20T22:13:25Z,JavaScript,262,30,0,0,0.0
laravel/framework,2013-01-10T21:27:28Z,2025-08-20T20:51:57Z,PHP,0,30,0,0,0.0
python-poetry/poetry,2018-02-28T15:23:47Z,2025-08-20T21:57:22Z,Python,0,30,0,0,0.0
xkcoding/spring-boot-demo,2017-11-10T06:27:29Z,2025-08-20T06:40:59Z,Java,0,0,0,0,0.0
geekcomputers/Python,2011-11-30T09:04:08Z,2025-08-20T20:19:14Z,Python,0,0,0,0,0.0
anoma/anoma,2021-02-02T10:00:16Z,2025-08-20T23:14:23Z,Elixir,0,10,0,0,0.0
shadowsocks/shadowsocks,2012-04-20T13:10:49Z,2025-08-20T10:55:49Z,Python,0,2,0,0,0.0
zsh-users/zsh-autosuggestions,2013-10-26T16:09:37Z,2025-08-20T22:38:18Z,Shell,116,0,154,458,74.84
halfrost/LeetCode-Go,2017-07-18T00:06:14Z,2025-08-20T17:23:51Z,Go,178,4,16,64,80.0
Blankj/AndroidUtilCode,2016-07-30T18:18:32Z,2025-08-20T01:33:05Z,Java,87,30,309,1280,80.55
alibaba/easyexcel,2018-02-06T03:14:08Z,2025-08-20T05:58:24Z,Java,190,14,487,3131,86.54
AFNetworking/AFNetworking,2011-05-31T21:28:44Z,2025-08-20T18:39:18Z,Objective-C,705,30,0,0,0.0
zxing/zxing,2011-10-12T14:07:27Z,2025-08-20T16:43:51Z,Java,318,30,10,1314,99.24
TheAlgorithms/JavaScript,2017-07-13T06:12:33Z,2025-08-20T18:24:49Z,JavaScript,791,0,9,200,95.69
deepseek-ai/awesome-deepseek-integration,2024-01-11T02:43:17Z,2025-08-20T23:10:59Z,,230,0,87,39,30.95
mattermost/mattermost,2015-06-15T06:50:02Z,2025-08-20T22:30:09Z,TypeScript,19244,30,666,8380,92.64
aseprite/aseprite,2014-08-19T23:44:50Z,2025-08-20T22:21:34Z,C++,404,30,0,0,0.0
ShareX/ShareX,2013-10-08T23:32:10Z,2025-08-20T22:20:19Z,C#,0,30,0,0,0.0
veggiemonk/awesome-docker,2014-09-21T17:01:48Z,2025-08-20T23:11:57Z,,0,1,0,0,0.0
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,2015-03-28T16:52:40Z,2025-08-20T21:12:50Z,JavaScript,0,0,0,0,0.0
XX-net/XX-Net,2015-01-15T09:35:51Z,2025-08-20T08:00:18Z,Python,0,30,7915,5418,40.64
Pythagora-io/gpt-pilot,2023-08-16T11:56:07Z,2025-08-20T11:47:09Z,Python,393,0,236,314,57.09
ehang-io/nps,2018-11-04T13:22:51Z,2025-08-20T18:34:40Z,Go,73,30,502,697,58.13
exelban/stats,2019-05-29T19:24:56Z,2025-08-20T21:12:13Z,Swift,409,30,27,2153,98.76
jax-ml/jax,2018-10-25T21:25:02Z,2025-08-20T22:07:51Z,Python,15058,30,1586,4878,75.46
carbon-language/carbon-lang,2020-04-27T21:45:16Z,2025-08-20T21:21:15Z,C++,4352,30,152,561,78.68
adobe/brackets,2011-12-07T21:14:40Z,2025-08-19T20:30:11Z,JavaScript,4308,30,2617,7063,72.96
danielmiessler/Fabric,2024-01-03T23:18:31Z,2025-08-20T22:37:47Z,JavaScript,435,30,109,633,85.31
harness/harness,2014-02-07T07:54:44Z,2025-08-20T17:41:44Z,Go,1042,30,73,1933,96.36
gulpjs/gulp,2013-07-04T05:26:06Z,2025-08-20T12:51:01Z,JavaScript,405,24,29,1908,98.5
immutable-js/immutable-js,2014-07-02T06:02:29Z,2025-08-20T14:10:57Z,TypeScript,596,30,0,0,0.0
SeleniumHQ/selenium,2013-01-14T21:40:56Z,2025-08-20T22:19:23Z,Java,0,30,0,0,0.0
bilibili/ijkplayer,2013-06-03T04:12:04Z,2025-08-20T11:20:41Z,C,0,0,0,0,0.0
mifi/lossless-cut,2016-10-30T10:49:56Z,2025-08-20T19:04:49Z,TypeScript,0,30,0,0,0.0
qishibo/AnotherRedisDesktopManager,2019-01-08T06:01:56Z,2025-08-20T15:40:47Z,JavaScript,152,30,139,927,86.96
hashicorp/vault,2015-02-25T00:15:59Z,2025-08-20T23:02:02Z,Go,21298,30,1141,5244,82.13
CMU-Perceptual-Computing-Lab/openpose,2017-04-24T14:06:31Z,2025-08-20T18:43:09Z,C++,173,15,337,1667,83.18
lllyasviel/ControlNet,2023-02-01T02:43:30Z,2025-08-20T16:37:29Z,Python,4,0,431,138,24.25
YunaiV/ruoyi-vue-pro,2021-01-24T03:18:25Z,2025-08-20T17:52:45Z,Java,62,30,5,640,99.22
